# Venue categories - hand-maintained source, merged on top of the
# TicketPortal export by tools/build_venue_tiers.py.
#
# See tools/venue_categories.sample.csv for the format and what each
# column means. Edit this file directly, or merge another file in with:
#     python tools/build_venue_tiers.py --import <file.csv>
# Then rebuild:
#     python tools/build_venue_tiers.py

venue,section,row_from,row_to,tier,sort
"empower field at mile high denver, co",LOT R,,,Other,
"empower field at mile high denver, co",LOT VIP D,,,Other,
"empower field at mile high denver, co",LOT W,,,Other,
"empower field at mile high denver, co",LOTW,,,Other,
"empower field at mile high denver, co",M,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",MIDDLE LEVEL,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",PARKING LOT E,,,Other,
"empower field at mile high denver, co",PARKING LOT G,,,Other,
"empower field at mile high denver, co",PARKING LOT VIP I,,,Other,
"empower field at mile high denver, co",PARKING LOT W,,,Other,
"empower field at mile high denver, co",PLATTE 15 GARAGE,,,Other,
"empower field at mile high denver, co",PLATTE 15 GARAGE/1.2ML OVER A 27 MINS WALK,,,Other,
"empower field at mile high denver, co",PREGAME TAILGATE,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",R,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",R-RV,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",RIVERPOINT LOT/1.2ML OVER A 27 MINS WALK,,,Other,
"empower field at mile high denver, co",UPPER LEVEL,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",UPPER SIDELINE,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",VALET LOT B,,,Other,
"empower field at mile high denver, co",VIP LOT C,,,Other,
"empower field at mile high denver, co",VIP LOT D,,,Other,
"empower field at mile high denver, co",VIP LOT G,,,Other,
"empower field at mile high denver, co",VIP LOT I,,,Other,
"empower field at mile high denver, co",VIP LOT J,,,Other,
"empower field at mile high denver, co",VISITORS PREMIUM,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",VISITORS SIDELINE,,,Other - (Wrong Stadium/Category Listing),
"empower field at mile high denver, co",WHEELER BLOCK LOT,,,Other,
"empower field at mile high denver, co",WHEELER BLOCK LOT/1.2ML OVER A 27 MINS WALK,,,Other,
"empower field at mile high denver, co",Y,,,Other,
"empower field at mile high denver, co",,,,Cat A - Broncos Lower Center 3,6
"empower field at mile high denver, co",,,,Cat A1 - Visitors Lower Center 3,24
"empower field at mile high denver, co",,,,Cat B - Broncos Lower Sideline,7
"empower field at mile high denver, co",,,,Cat B1 - Visitors Lower Sideline,25
"empower field at mile high denver, co",,,,Cat C - Lower Corner,8
"empower field at mile high denver, co",,,,Cat D - Lower Endzone,9
"empower field at mile high denver, co",,,,Cat E - Broncos Center Clubs,10
"empower field at mile high denver, co",,,,Cat E1 - Visitors Center Clubs,26
"empower field at mile high denver, co",,,,Cat F - Broncos Other Clubs,11
"empower field at mile high denver, co",,,,Cat F1 - Visitors Other Clubs,27
"empower field at mile high denver, co",,,,Cat G - 200s (Endzones),12
"empower field at mile high denver, co",,,,Cat H - 300s Non-Club,13
"empower field at mile high denver, co",,,,Cat I - Broncos Upper Center 3,14
"empower field at mile high denver, co",,,,Cat I1 - Visitors Upper Center 3,28
"empower field at mile high denver, co",,,,Cat J - Broncos Upper Sideline,15
"empower field at mile high denver, co",,,,Cat J1 - Visitors Upper Sideline,29
"empower field at mile high denver, co",,,,Cat K - Upper Corner,16
"empower field at mile high denver, co",,,,Cat L - Upper Endzone,17
"empower field at mile high denver, co",,,,Club / Mezz (200s),32
"empower field at mile high denver, co",,,,Lower (100s),34
"empower field at mile high denver, co",,,,Other,30
"empower field at mile high denver, co",,,,Other - (Wrong Stadium/Category Listing),18
"empower field at mile high denver, co",,,,Upper (300s),33
"empower field at mile high denver, co",,,,Upper (400+),31
faurot field at memorial stadium,1,,,Other,
faurot field at memorial stadium,101,,,Cat D - Away Sideline Corners,
faurot field at memorial stadium,102,,,Cat D - Away Sideline Corners,
faurot field at memorial stadium,103,,,Cat D - Away Sideline Corners,
faurot field at memorial stadium,104,,,Cat B - Away Sideline Middle,
faurot field at memorial stadium,105,,,Cat B - Away Sideline Middle,
faurot field at memorial stadium,106,,,Cat B - Away Sideline Middle,
faurot field at memorial stadium,107,,,Cat B - Away Sideline Middle,
faurot field at memorial stadium,108,,,Cat D - Away Sideline Corners,
faurot field at memorial stadium,116,,,Cat C - Home Sideline Corners,
faurot field at memorial stadium,117,,,Cat C - Home Sideline Corners,
faurot field at memorial stadium,118,,,Cat C - Home Sideline Corners,
faurot field at memorial stadium,119,,,Cat A - Home Sideline Middle,
faurot field at memorial stadium,120,,,Cat A - Home Sideline Middle,
faurot field at memorial stadium,121,,,Cat A - Home Sideline Middle,
faurot field at memorial stadium,122,,,Cat A - Home Sideline Middle,
faurot field at memorial stadium,123,,,Cat C - Home Sideline Corners,
faurot field at memorial stadium,124,,,Cat C - Home Sideline Corners,
faurot field at memorial stadium,125,,,Cat C - Home Sideline Corners,
faurot field at memorial stadium,126,,,Cat F - South Endzone,
faurot field at memorial stadium,127,,,Cat F - South Endzone,
faurot field at memorial stadium,128,,,Cat F - South Endzone,
faurot field at memorial stadium,129,,,Cat F - South Endzone,
faurot field at memorial stadium,130,,,Cat F - South Endzone,
faurot field at memorial stadium,131,,,Cat F - South Endzone,
faurot field at memorial stadium,132,,,Cat F - South Endzone,
faurot field at memorial stadium,14,,,Other,
faurot field at memorial stadium,14 D,,,Other,
faurot field at memorial stadium,15,,,Other,
faurot field at memorial stadium,16,,,Other,
faurot field at memorial stadium,16 A,,,Other,
faurot field at memorial stadium,16 B,,,Other,
faurot field at memorial stadium,16 B 1,,,Other,
faurot field at memorial stadium,16 B 2,,,Other,
faurot field at memorial stadium,16 C,,,Other,
faurot field at memorial stadium,16A,,,Other,
faurot field at memorial stadium,16B,,,Other,
faurot field at memorial stadium,16B1,,,Other,
faurot field at memorial stadium,16B2,,,Other,
faurot field at memorial stadium,16C,,,Other,
faurot field at memorial stadium,17,,,Other,
faurot field at memorial stadium,18,,,Other,
faurot field at memorial stadium,19,,,Other,
faurot field at memorial stadium,2,,,Other,
faurot field at memorial stadium,20,,,Other,
faurot field at memorial stadium,201,,,Club / Mezz (200s),
faurot field at memorial stadium,202,,,Club / Mezz (200s),
faurot field at memorial stadium,203,,,Club / Mezz (200s),
faurot field at memorial stadium,204,,,Club / Mezz (200s),
faurot field at memorial stadium,205,,,Club / Mezz (200s),
faurot field at memorial stadium,205L,,,Club / Mezz (200s),
faurot field at memorial stadium,206,,,Club / Mezz (200s),
faurot field at memorial stadium,207,,,Club / Mezz (200s),
faurot field at memorial stadium,208,,,Club / Mezz (200s),
faurot field at memorial stadium,209,,,Club / Mezz (200s),
faurot field at memorial stadium,209L,,,Club / Mezz (200s),
faurot field at memorial stadium,21,,,Other,
faurot field at memorial stadium,210,,,Club / Mezz (200s),
faurot field at memorial stadium,211,,,Club / Mezz (200s),
faurot field at memorial stadium,216,,,Club / Mezz (200s),
faurot field at memorial stadium,217,,,Other,
faurot field at memorial stadium,218L,,,Club / Mezz (200s),
faurot field at memorial stadium,22,,,Other,
faurot field at memorial stadium,221,,,Club / Mezz (200s),
faurot field at memorial stadium,222,,,Club / Mezz (200s),
faurot field at memorial stadium,223,,,Club / Mezz (200s),
faurot field at memorial stadium,224,,,Club / Mezz (200s),
faurot field at memorial stadium,225,,,Club / Mezz (200s),
faurot field at memorial stadium,226,,,Club / Mezz (200s),
faurot field at memorial stadium,227,,,Club / Mezz (200s),
faurot field at memorial stadium,228,,,Club / Mezz (200s),
faurot field at memorial stadium,229,,,Club / Mezz (200s),
faurot field at memorial stadium,23,,,Other,
faurot field at memorial stadium,230,,,Club / Mezz (200s),
faurot field at memorial stadium,231,,,Club / Mezz (200s),
faurot field at memorial stadium,24,,,Other,
faurot field at memorial stadium,25,,,Other,
faurot field at memorial stadium,26,,,Other,
faurot field at memorial stadium,27,,,Other,
faurot field at memorial stadium,28,,,Other,
faurot field at memorial stadium,29,,,Other,
faurot field at memorial stadium,3,,,Other,
faurot field at memorial stadium,30,,,Other,
faurot field at memorial stadium,301,,,Upper (300s),
faurot field at memorial stadium,302,,,Upper (300s),
faurot field at memorial stadium,303,,,Cat G - Upper 300s,
faurot field at memorial stadium,304,,,Cat G - Upper 300s,
faurot field at memorial stadium,305,,,Cat G - Upper 300s,
faurot field at memorial stadium,306,,,Cat G - Upper 300s,
faurot field at memorial stadium,307,,,Cat G - Upper 300s,
faurot field at memorial stadium,308,,,Cat G - Upper 300s,
faurot field at memorial stadium,309,,,Cat G - Upper 300s,
faurot field at memorial stadium,31,,,Other,
faurot field at memorial stadium,310,,,Cat G - Upper 300s,
faurot field at memorial stadium,311,,,Cat G - Upper 300s,
faurot field at memorial stadium,312,,,Cat G - Upper 300s,
faurot field at memorial stadium,313,,,Cat G - Upper 300s,
faurot field at memorial stadium,314,,,Upper (300s),
faurot field at memorial stadium,315,,,Upper (300s),
faurot field at memorial stadium,32,,,Other,
faurot field at memorial stadium,322,,,Upper (300s),
faurot field at memorial stadium,324,,,Upper (300s),
faurot field at memorial stadium,33,,,Other,
faurot field at memorial stadium,34,,,Other,
faurot field at memorial stadium,35,,,Other,
faurot field at memorial stadium,36,,,Other,
faurot field at memorial stadium,36 A,,,Other,
faurot field at memorial stadium,36 B,,,Other,
faurot field at memorial stadium,36 C,,,Other,
faurot field at memorial stadium,36A,,,Other,
faurot field at memorial stadium,36B,,,Other,
faurot field at memorial stadium,36C,,,Other,
faurot field at memorial stadium,37,,,Other,
faurot field at memorial stadium,38,,,Other,
faurot field at memorial stadium,39,,,Other,
faurot field at memorial stadium,4,,,Other,
faurot field at memorial stadium,40,,,Other,
faurot field at memorial stadium,402,,,Upper (400+),
faurot field at memorial stadium,403,,,Upper (400+),
faurot field at memorial stadium,404,,,Upper (400+),
faurot field at memorial stadium,405,,,Upper (400+),
faurot field at memorial stadium,406,,,Upper (400+),
faurot field at memorial stadium,407,,,Upper (400+),
faurot field at memorial stadium,408,,,Upper (400+),
faurot field at memorial stadium,409,,,Upper (400+),
faurot field at memorial stadium,41,,,Other,
faurot field at memorial stadium,411,,,Upper (400+),
faurot field at memorial stadium,413,,,Upper (400+),
faurot field at memorial stadium,5,,,Other,
faurot field at memorial stadium,6,,,Other,
faurot field at memorial stadium,601,,,Upper (400+),
faurot field at memorial stadium,602,,,Upper (400+),
faurot field at memorial stadium,603,,,Upper (400+),
faurot field at memorial stadium,604,,,Upper (400+),
faurot field at memorial stadium,605,,,Upper (400+),
faurot field at memorial stadium,606,,,Upper (400+),
faurot field at memorial stadium,607,,,Upper (400+),
faurot field at memorial stadium,608,,,Upper (400+),
faurot field at memorial stadium,609,,,Upper (400+),
faurot field at memorial stadium,610,,,Upper (400+),
faurot field at memorial stadium,611,,,Upper (400+),
faurot field at memorial stadium,612,,,Upper (400+),
faurot field at memorial stadium,613,,,Upper (400+),
faurot field at memorial stadium,7,,,Other,
faurot field at memorial stadium,8,,,Other,
faurot field at memorial stadium,BOB LEMONE TIGER LOUNGE,,,Other,
faurot field at memorial stadium,CHAMPIONS CLUB,,,Other,
faurot field at memorial stadium,CLUB 207,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB 209,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB 324,,,Upper (300s),
faurot field at memorial stadium,CLUB LEVEL 201,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 202,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 203,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 204,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 205,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 206,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 207,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 208,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 209,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 210,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 211,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 221,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 222,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 223,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 224,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 225,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 226,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 227,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 228,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 229,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 230,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 231,,,Club / Mezz (200s),
faurot field at memorial stadium,CLUB LEVEL 322,,,Upper (300s),
faurot field at memorial stadium,CLUB LEVEL 324,,,Upper (300s),
faurot field at memorial stadium,CLUB LEVEL 402,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 403,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 404,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 405,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 406,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 407,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 408,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 409,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 411,,,Upper (400+),
faurot field at memorial stadium,CLUB LEVEL 413,,,Upper (400+),
faurot field at memorial stadium,EAST TOWER PREMIUM SEATING 312,,,Upper (300s),
faurot field at memorial stadium,ENDZONE 14,,,Other,
faurot field at memorial stadium,ENDZONE 15,,,Other,
faurot field at memorial stadium,ENDZONE 16,,,Other,
faurot field at memorial stadium,ENDZONE 16A,,,Other,
faurot field at memorial stadium,ENDZONE 16B1,,,Other,
faurot field at memorial stadium,ENDZONE 16B2,,,Other,
faurot field at memorial stadium,ENDZONE 16C,,,Other,
faurot field at memorial stadium,ENDZONE 17,,,Other,
faurot field at memorial stadium,ENDZONE 18,,,Other,
faurot field at memorial stadium,ENDZONE 19,,,Other,
faurot field at memorial stadium,ENDZONE 20,,,Other,
faurot field at memorial stadium,ENDZONE 32,,,Other,
faurot field at memorial stadium,ENDZONE 33,,,Other,
faurot field at memorial stadium,ENDZONE 34,,,Other,
